Program,Round,Recipient Name,Physical Address Of Recipient - Suburb/Location,Physical Address Of Recipient - Post Code,University Collaborator (If Applicable),Other Partners; Collaborators (If Applicable),Investment/Project Title,Primary Location Of Activity/Project - Suburb,Primary Location Of Activity/Project - Post Code,Multiple Locations Of Activity/Project (If Applicable),Approval Date,Local Government /Council,Rap Region,State Electorate,Actual Contractual Commitment ($)
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 4,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Carton Cloud Pty Ltd,Burleigh Heads,4220.0,Nan,2017-09-05,Brisbane (C),Gold Coast,Mcconnel,9000.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 4,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Immersaview,Banyo,4014.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Mcconnel,2925.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 3,University Of The Sunshine Coast,Sippy Downs,4556.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Becker Helicopter - Mr Qiang Fu Services,Marcoola,4564.0,Nan,2017-06-26,Sunshine Coast (R),Sunshine Coast,Buderim,900.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 3,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - The 400 Co.,New Farm,4005.0,Nan,2017-06-26,Brisbane (C),Brisbane And Redlands,Mcconnel,5400.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 3,The University Of Queensland,St Lucia,4067.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Gilmour Space Technologies Pty Ltd,Pimpama,4209.0,Nan,2017-06-26,Brisbane (C),Gold Coast,Maiwar,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2017-18 Round 1,Queensland University Of Technology,Chermside,4032.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Field Orthopaedics Pty Ltd,Spring Hill,4000.0,Nan,2017-10-23,Brisbane (C),Brisbane And Redlands,Stafford,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2017-18 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Flyfree.Ly,Aitkenvale,4814.0,Nan,2017-10-23,Brisbane (C),Townsville,Mcconnel,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2017-18 Round 1,James Cook University,Douglas (Townsville),4814.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Calxa Pty Ltd,Townsville City,4810.0,Nan,2017-10-23,Townsville (C),Townsville,Mundingburra,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 4,The University Of Queensland,St Lucia,4067.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - The Water And Carbon Group,Brisbane City,4000.0,Nan,2017-09-05,Brisbane (C),Brisbane And Redlands,Maiwar,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2017-18 Round 1,James Cook University,Douglas (Townsville),4814.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Dec-Mech Pty Ltd,Aitkenvale,4814.0,Nan,2017-10-23,Townsville (C),Townsville,Mundingburra,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 2,University Of The Sunshine Coast,Sippy Downs,4556.0,Nan,Nan,Queensland Oztag,Caloundra,4551.0,Nan,2017-05-04,Sunshine Coast (R),Sunshine Coast,Buderim,9112.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Gis People Pty Ltd,Fortitude Valley,4006.0,Nan,2016-11-21,Brisbane (C),Brisbane And Redlands,Maiwar,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 2,James Cook University,Smithfield,4878.0,Nan,Nan,Agapeflows Pty Ltd,Enoggera,4051.0,Nan,2017-05-04,Cairns (R),Brisbane And Redlands,Barron River,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Exploration Drill Rigs Pty Ltd,Redbank,4301.0,Nan,2016-11-21,Brisbane (C),Ipswich,Mcconnel,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 1,Bond University Limited,Robina,4226.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Digital Syndicate Studios,Varsity Lakes,4227.0,Nan,2016-11-21,Gold Coast (C),Gold Coast,Mermaid Beach,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 1,Griffith University,Meadowbrook,4131.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Community Information Support Services - Elizabeth Eldridge,Fortitude Valley,4006.0,Nan,2016-11-21,Logan (C),Brisbane And Redlands,Waterford,8100.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 2,The University Of Queensland,St Lucia,4067.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Biarri Optimisation,Brisbane City,4000.0,Nan,2017-05-04,Brisbane (C),Brisbane And Redlands,Maiwar,6300.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 2,University Of The Sunshine Coast,Sippy Downs,4556.0,Nan,Nan,Mindstar Enterprises Pty Ltd,Marcoola,4564.0,Nan,2017-05-04,Sunshine Coast (R),Sunshine Coast,Buderim,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 2,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Synengco Pty. Ltd.,Highgate Hill,4101.0,Nan,2017-05-04,Brisbane (C),Brisbane And Redlands,Mcconnel,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 2,James Cook University,Douglas (Townsville),4814.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Ultra Coral Australia Pty. Ltd.,Paget,4740.0,Nan,2017-05-04,Townsville (C),Mackay-Whitsunday,Mundingburra,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2016-17 Round 2,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Bioproton Pty Ltd - Carlos Luna Flores,Acacia Ridge,4110.0,Nan,2017-05-04,Brisbane (C),Brisbane And Redlands,Mcconnel,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships Program 2017-18 Round 2,Products For Industry Pty Ltd,Darra,4076.0,Nan,Nan,Engineering Design Process Automation Software,Darra,4076.0,Nan,2018-02-15,Brisbane (C),Ipswich,Inala,29831.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships Program 2017-18 Round 2,Ryan Aerospace Pty Ltd,Southport,4215.0,Nan,Nan,Helicopter Simulator - Cargo Lift Trainer Using Virtual Reality Techonologies,Southport,4215.0,Nan,2018-02-15,Gold Coast (C),Gold Coast,Southport,40626.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2017-18 Round 1,University Of The Sunshine Coast,Sippy Downs,4556.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Medmin Pty Ltd,Buderim,4556.0,Nan,2017-10-23,Sunshine Coast (R),Sunshine Coast,Buderim,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships Program 2017-18 Round 2,Fusion Sport Pty Ltd,Sumner Park,4074.0,Nan,Nan,Human Performance Customisable Wearables Platform V2,Sumner,4074.0,Nan,2018-02-15,Brisbane (C),Ipswich,Mount Ommaney,43909.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships Program 2017-18 Round 2,Macrobotix Pty Ltd,Fortitude Valley,4006.0,Nan,Nan,Skyline Printer Painting Robot Stage 2,Fortitude Valley,4006.0,Nan,2018-02-15,Brisbane (C),Brisbane And Redlands,Mcconnel,50000.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,Griffith University,Southport,4215.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Natura Pacific,Burleigh Heads,4220.0,Nan,2015-12-03,Gold Coast (C),Gold Coast,Bonney,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,Griffith University,Meadowbrook,4131.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Yfs Ltd,Slacks Creek,4127.0,Nan,2015-12-03,Logan (C),Logan,Waterford,9693.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,Central Queensland University,Norman Gardens,4701.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Gp Mx Solutions Pty Ltd,Rural View,4740.0,Nan,2015-12-03,Rockhampton (R),Mackay-Whitsunday,Keppel,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships Program 2017-18 Round 2,Strategenics Pty Ltd,Brisbane City,4000.0,Nan,Nan,Driving Procurement Practice Change Through Experiential Design,Brisbane City,4000.0,Nan,2018-02-15,Brisbane (C),Brisbane And Redlands,Mcconnel,47533.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,Bond University Limited,Robina,4226.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Taylor Willis Pty Ltd,Southport,4215.0,Nan,2015-12-03,Gold Coast (C),Gold Coast,Mermaid Beach,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships Program 2017-18 Round 1,Medmin Pty Ltd,Buderim,4556.0,Nan,Nan,Medmin Cep Funding And Clinical Audit Tool,Buderim,4556.0,Nan,2017-10-23,Sunshine Coast (R),Sunshine Coast,Ninderry,48188.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2017-18 Round 2,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Products For Industry Pty Ltd,Darra,4076.0,Nan,2018-02-15,Brisbane (C),Ipswich,Mcconnel,5175.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships Program 2017-18 Round 1,Kinetic Orthotics Pty Ltd,Marcoola,4564.0,Nan,Nan,3D Printing Of Orthotic Interventions,Marcoola,4564.0,Nan,2017-10-23,Sunshine Coast (R),Sunshine Coast,Maroochydore,48000.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships Program 2017-18 Round 1,Engineroom Infrastructure Consulting Pty Ltd,Wootha,4552.0,Nan,Nan,Innovation In Mine Tailings Treatment,Wootha,4552.0,Nan,2017-10-23,Sunshine Coast (R),Sunshine Coast,Glass House,49351.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships Program 2017-18 Round 1,Field Orthopaedics Pty Ltd,Spring Hill,4000.0,Nan,Nan,Deployable Anchor Array System To Be Used In Wrist Surgery,Spring Hill,4000.0,Nan,2017-10-23,Brisbane (C),Brisbane And Redlands,Mcconnel,50000.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2017-18 Round 2,Griffith University,Nathan,4111.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Ryan Aerospace,Southport,4215.0,Nan,2018-02-15,Brisbane (C),Gold Coast,Toohey,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2017-18 Round 1,University Of The Sunshine Coast,Sippy Downs,4556.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Kinetic Orthotics Pty Ltd,Marcoola,4564.0,Nan,2017-10-23,Sunshine Coast (R),Sunshine Coast,Buderim,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2017-18 Round 2,Griffith University,Nathan,4111.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Fusion Sport Pty Ltd,Sumner,4074.0,Nan,2018-02-15,Brisbane (C),Ipswich,Toohey,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2017-18 Round 2,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Strategenics Pty Ltd,Brisbane City,4000.0,Nan,2018-02-15,Brisbane (C),Brisbane And Redlands,Mcconnel,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2017-18 Round 2,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Macrobotix Pty Ltd,Wooloowin,4030.0,Nan,2018-02-15,Brisbane (C),Brisbane And Redlands,Mcconnel,8100.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,Griffith University,Nathan,4111.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Airtime Holdings Pty Ltd Aft S&G Witheridge Trust,Fortitude Valley,4006.0,Nan,2015-12-03,Brisbane (C),Brisbane And Redlands,Toohey,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Workingmouse Pty Ltd,St Lucia,4067.0,Nan,2015-12-03,Brisbane (C),Brisbane And Redlands,Maiwar,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Mandalay Technologies Pty Ltd,South Brisbane,4101.0,Nan,2015-12-03,Brisbane (C),Brisbane And Redlands,Maiwar,900.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Evolving Machine Intelligence Pty Ltd,Indooroopilly,4068.0,Nan,2015-12-03,Brisbane (C),Brisbane And Redlands,Maiwar,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Music Broadcasting Society Of Queensland,Coorparoo,4151.0,Nan,2015-12-03,Brisbane (C),Brisbane And Redlands,Maiwar,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Tejo Cogaso Pty Ltd Atf The Audio Fish Trust,Mountain Creek,4557.0,Nan,2015-12-03,Brisbane (C),Sunshine Coast,Maiwar,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 2,Griffith University,Southport,4215.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Opmantek Ltd,Surfers Paradise,4217.0,Nan,2016-05-17,Gold Coast (C),Gold Coast,Bonney,8100.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 2,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Fusion Sport Pty Ltd,Sumner,4074.0,Nan,2016-05-17,Brisbane (C),Ipswich,Mcconnel,3600.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 2,Griffith University,Southport,4215.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - 2 Australia Pty Ltd,Wooloowin,4030.0,Nan,2016-05-17,Gold Coast (C),Brisbane And Redlands,Bonney,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 2,Griffith University,Southport,4215.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Riverlife Pty Ltd,Kangaroo Point,4169.0,Nan,2016-05-17,Gold Coast (C),Brisbane And Redlands,Bonney,1800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 2,Griffith University,Southport,4215.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Get Wet Surf School,Labrador,4215.0,Nan,2016-05-17,Gold Coast (C),Gold Coast,Bonney,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Bioproton Pty Ltd,Acacia Ridge,4110.0,Nan,2015-12-03,Brisbane (C),Brisbane And Redlands,Maiwar,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Epi Capital Pty Ltd,Fortitude Valley,4006.0,Nan,2015-12-03,Brisbane (C),Brisbane And Redlands,Mcconnel,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Truii Pty Ltd,Highgate Hill,4101.0,Nan,2015-12-03,Brisbane (C),Brisbane And Redlands,Mcconnel,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - The Corporations Professional Ecosystems Pty Ltd,Tingalpa,4173.0,Nan,2015-12-03,Brisbane (C),Brisbane And Redlands,Mcconnel,9000.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,James Cook University,Douglas (Townsville),4814.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Townsville Engineering Industries Pty Ltd,Bohle,4818.0,Nan,2015-12-03,Townsville (C),Townsville,Mundingburra,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Statcom Solutions Pty Ltd,Herston,4006.0,Nan,2015-12-03,Brisbane (C),Brisbane And Redlands,Mcconnel,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Redeye Apps Pty Ltd,Brisbane City,4000.0,Nan,2015-12-03,Brisbane (C),Brisbane And Redlands,Mcconnel,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Immersaview Pty Ltd,Banyo,4014.0,Nan,2015-12-03,Brisbane (C),Brisbane And Redlands,Mcconnel,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Hear And Say - Centre For Deaf Children,Ashgrove,4060.0,Nan,2015-12-03,Brisbane (C),Brisbane And Redlands,Mcconnel,10800.0
Knowledge Transfer Partnerships,Aq Knowledge Transfer Partnerships-Partner 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Nan,Coordinating Role And Mentoring Of Employing A Graduate - Nitestar Pty Ltd Atf Bob Dean Trust,Bundall,4217.0,Nan,2015-12-03,Brisbane (C),Gold Coast,Mcconnel,10800.0
Life Sciences Queensland,Industry And Sectoral Project 2015-16 Round 1,Life Sciences Queensland Limited,Toowong,4066.0,Nan,Nan,Lsq Project Delivery 2016-2020,Toowong,4066.0,Nan,2016-02-15,Brisbane (C),Brisbane And Redlands,Maiwar,1860000.0
Life Sciences Queensland,Nan,Life Sciences Queensland Limited,Toowong,4066.0,Nan,Nan,Life Sciences Queensland Project Delivery From 1 April 2020 To 31 March 2021,Toowong,4066.0,Nan,2020-01-14,Brisbane (C),Brisbane And Redlands,Maiwar,450000.0
Life Sciences Queensland - Catalyst,Nan,Life Sciences Queensland Limited,Toowong,4066.0,Nan,Nan,Delivery Of The Life Sciences Catalyst Program,Toowong,4066.0,Nan,2018-06-01,Brisbane (C),Brisbane And Redlands,Maiwar,600000.0
Mit Bootcamp,Nan,Queensland University Of Technology,Brisbane City,4000.0,Nan,Qut And Mit,Massachusetts Institute Of Technology (Mit) Global Entrepreneur Bootcamp,Brisbane City,4000.0,Nan,2016-09-29,Brisbane (C),Brisbane,Mcconnel,900000.0
